node,x,y
3372,661.516000,-19.607000
5249,-1134.949000,376.888000
4473,-1623.707000,450.027000
186,-1007.219000,-1257.206000
358,270.862000,1046.802000
3005,1437.260000,504.461000
1775,-1622.315000,159.011000
3868,-1281.534000,941.074000
623,-1154.365000,-514.822000
2943,713.875000,-137.404000
3538,-671.694000,-1192.977000
3895,1509.261000,-422.068000
3510,-1006.592000,-984.528000
3515,-820.737000,-372.591000
5399,568.934000,410.509000
2843,612.126000,361.250000
4042,-198.850000,-284.812000
748,614.527000,98.733000
4874,-1048.210000,1082.951000
720,86.969000,949.313000
4641,-1251.547000,260.731000
3531,-166.136000,-1353.383000
200,-71.920000,-1354.659000
1115,-996.344000,-904.988000
431,-411.844000,-1732.600000
1037,1261.374000,794.936000
